,transaction_id,transaction_datetime,customer_id,product_id,product_lvl1,product_lvl2,product_lvl3,product_lvl4,brand,price,description,rating,num_sold,quantity,unit_price,total_amount,payment_id,promotion_id,transaction_status,transaction_type,store_id
8850,8850,2022-07-12 10:39:05,9551,96,Đồng hồ,Đồng hồ nam,Đồng hồ nam dây da,Đồng hồ nam dây da Orient,Orient,1799000,Đồng hồ nam dây da Orient - Sự tinh tế và nam tính.,5.0,1880,16,1799000,28784000,8850.0,,Thành công,Mua hàng,8336
8851,8851,2021-10-14 23:36:02,7242,84,Siêu thị đồ ăn,Thực phẩm đóng gói,Sữa chua,Sữa chua thanh long,Yogurt Delights,12000,Sữa chua thanh long Yogurt Delights - Kết hợp vị chua ngọt thơm lừng.,4.7,823,2,12000,24000,8851.0,8851.0,Đã xác nhận,Thanh toán,8809
8852,8852,2020-12-28 04:11:19,4178,64,Laptop và Máy tính,Máy tính bảng,iPad,iPad Air,Apple,16990000,Apple iPad Air 10.9-inch - Máy tính bảng siêu mỏng và nhẹ.,4.8,1773,10,16990000,169900000,8852.0,8852.0,Thành công,Thẻ ghi nợ,8477
8853,8853,2022-12-18 07:58:28,2364,61,Siêu thị,Thực phẩm đóng gói,Bánh mỳ,Bánh mỳ sữa,Bakery Delights,15000,Bánh mỳ sữa Bakery Delights - Ăn sáng ngon lành và no nê.,2.0,801,1,15000,15000,,,Đã giao hàng,Hoàn tiền,8606
8854,8854,2021-08-06 10:17:08,110,116,Thương mại điện tử,Máy ảnh,Máy ảnh DSLR,Canon EOS 90D,Canon,25000000,Máy ảnh Canon EOS 90D - Chụp ảnh chất lượng cao và quay video 4K.,4.7,1361,0,25000000,0,8854.0,,Đã xác nhận,Mua hàng,8818
8855,8855,2020-11-20 05:59:42,8635,86,Siêu thị đồ ăn,Thực phẩm đóng hộp,Nước chấm,Nước chấm chua ngọt,Dipping Delights,15000,Nước chấm chua ngọt Dipping Delights - Kết hợp vị chua ngọt độc đáo.,,1469,0,15000,0,8855.0,8855.0,Đã tiếp nhận,Mua hàng,8954
8856,8856,2022-12-14 23:53:45,1232,30,Siêu thị đồ ăn,Thực phẩm đóng hộp,Thịt xông khói,Thịt xông khói Gà,Delimondo,65000,Thịt xông khói Gà Delimondo - Hương vị đặc trưng của Philippines.,5.0,726,11,65000,715000,8856.0,,Đã tiếp nhận,Mua hàng,8378
8857,8857,2021-02-12 06:37:22,4358,82,Thương mại điện tử,Máy nghe nhạc,Loa di động,Loa di động JBL Charge 4,JBL,3000000,Loa di động JBL Charge 4 - Âm thanh mạnh mẽ và pin trâu.,4.7,854,1,3000000,3000000,8857.0,8857.0,Đã giao hàng,Thẻ ghi nợ,8657
8858,8858,2022-02-03 03:42:07,5710,103,Laptop và Máy tính,Laptop,MacBook,MacBook Air,Apple,27990000,Apple MacBook Air 2020 - Máy tính xách tay siêu mỏng và nhẹ.,4.7,687,0,27990000,0,8858.0,8858.0,Đang xử lý,Thanh toán,8716
8859,8859,2022-11-05 11:54:30,1790,139,Rau củ,Rau,Rau muống,Rau muống sạch,Local Farms,10000,Rau muống sạch Local Farms - Tươi ngon và giàu vitamin A.,4.6,1627,12,10000,120000,8859.0,,Thành công,Thẻ ghi nợ,8768
8860,8860,2022-03-20 05:37:46,1582,12,Phụ kiện điện thoại,Ốp lưng điện thoại,Ốp lưng điện thoại iPhone,Ốp lưng điện thoại iPhone Silicone,Apple,490000,Ốp lưng điện thoại iPhone Silicone - Bảo vệ an toàn cho iPhone.,4.7,397,1,490000,490000,8860.0,8860.0,Đã hủy,Thanh toán,8704
8861,8861,2022-12-23 01:51:36,3797,11,Rau củ,Củ,Củ cải,Củ cải trắng,Fresh Produce,12000,Củ cải trắng Fresh Produce - Tươi ngon và giàu chất dinh dưỡng.,,1637,0,12000,0,8861.0,,Đã giao hàng,Mua hàng,8635
8862,8862,2022-04-08 12:03:20,4750,123,Siêu thị,Thực phẩm đông lạnh,Hải sản,Cá basa đông lạnh,Frozen Seafood,80000,Cá basa đông lạnh Frozen Seafood - Tươi ngon và giàu dinh dưỡng.,2.4,1144,2,80000,160000,,8862.0,Đã giao hàng,Thẻ ghi nợ,8393
8863,8863,2022-04-05 03:44:23,5968,78,Máy ảnh và Máy quay phim,Máy quay phim,Máy quay phim 4K,Máy quay phim 4K Sony Handycam FDR-AX53,Sony,18990000,Máy quay phim 4K Sony Handycam FDR-AX53 - Quay phim chất lượng cao.,4.8,1629,1,18990000,18990000,,,Đã tiếp nhận,Thanh toán,8870
8864,8864,2020-12-10 11:32:22,4168,67,Siêu thị,Thực phẩm đóng hộp,Nước mắm,Nước mắm Phú Quốc,Phu Quoc Fish Sauce,45000,Nước mắm Phú Quốc - Hương vị đặc trưng và thơm ngon.,4.6,983,4,45000,180000,,,Đã hủy,Thẻ ghi nợ,8305
8865,8865,2021-01-30 21:00:51,7144,69,Siêu thị,Thực phẩm đóng hộp,Mì gói,Mì gói hải sản,Instant Noodles,12000,Mì gói hải sản Instant Noodles - Ăn nhanh tiện lợi và thơm ngon.,3.6,162,2,12000,24000,8865.0,,Đã giao hàng,Mua hàng,8972
8866,8866,2021-12-09 23:28:56,9340,110,Laptop và Máy tính,Laptop,ThinkPad,ThinkPad X1 Carbon,Lenovo,30990000,Lenovo ThinkPad X1 Carbon Gen 9 - Máy tính xách tay doanh nghiệp cao cấp.,4.9,786,18,30990000,557820000,8866.0,,Thành công,Thanh toán,8912
8867,8867,2019-04-14 08:37:13,4617,69,Siêu thị,Thực phẩm đóng hộp,Mì gói,Mì gói hải sản,Instant Noodles,12000,Mì gói hải sản Instant Noodles - Ăn nhanh tiện lợi và thơm ngon.,3.6,162,0,12000,0,,,Đã xác nhận,Thanh toán,8620
8868,8868,2022-03-07 08:43:47,8598,49,Siêu thị đồ ăn,Thực phẩm tươi sống,Hải sản,Tôm sú,Fresh Seafood,100000,Tôm sú Fresh Seafood - Tươi ngon và thơm ngon.,3.2,1670,0,100000,0,8868.0,8868.0,Đã hoàn trả,Thẻ tín dụng,8087
8869,8869,2021-02-21 14:33:45,8615,61,Siêu thị,Thực phẩm đóng gói,Bánh mỳ,Bánh mỳ sữa,Bakery Delights,15000,Bánh mỳ sữa Bakery Delights - Ăn sáng ngon lành và no nê.,2.0,801,0,15000,0,8869.0,8869.0,Đã hoàn trả,Thanh toán,8302
8870,8870,2020-04-08 23:01:12,9592,66,Thể thao và Dã ngoại,Xe đạp,Xe đạp địa hình,Xe đạp địa hình MTB Giant,Giant,17990000,Xe đạp địa hình MTB Giant - Trải nghiệm thú vị trên mọi địa hình.,5.0,188,11,17990000,197890000,8870.0,8870.0,Đã giao hàng,Mua hàng,8653
8871,8871,2019-03-20 13:46:47,7674,94,Đồ ăn,Thực phẩm đóng gói,Mì gói,Mì gói hương gà,Nissin,8000,Mì gói hương gà Nissin - Ăn liền nhanh chóng và tiện lợi.,,125,0,8000,0,8871.0,8871.0,Thành công,Thẻ tín dụng,8467
8872,8872,2022-07-09 22:05:24,9213,132,Thương mại điện tử,Máy nghe nhạc,Tai nghe,Tai nghe không dây AirPods Pro,Apple,4000000,Tai nghe không dây AirPods Pro - Chất lượng âm thanh và chống ồn tốt.,2.7,200,0,4000000,0,8872.0,,Đã xác nhận,Mua hàng,8749
8873,8873,2022-12-18 09:19:13,4113,16,Siêu thị đồ ăn,Thực phẩm đông lạnh,Hải sản,Cá hồi tươi,Fresh Seafood,70000,Cá hồi tươi Fresh Seafood - Tươi ngon và giàu omega-3.,3.8,1205,12,70000,840000,8873.0,,Đang xử lý,Mua hàng,8362
8874,8874,2022-11-25 06:58:05,5813,65,Giày dép và Phụ kiện,Giày thể thao,Giày thể thao nam,Giày thể thao nam Air Jordan,Nike,2499000,Giày thể thao nam Air Jordan - Sự kết hợp hoàn hảo giữa thể thao và thời trang.,4.9,663,0,2499000,0,8874.0,8874.0,Đã hoàn trả,Hoàn tiền,8812
8875,8875,2018-11-15 07:05:24,467,123,Siêu thị,Thực phẩm đông lạnh,Hải sản,Cá basa đông lạnh,Frozen Seafood,80000,Cá basa đông lạnh Frozen Seafood - Tươi ngon và giàu dinh dưỡng.,2.4,1144,11,80000,880000,8875.0,,Đã hủy,Thanh toán,8643
8876,8876,2022-04-16 16:38:42,6807,86,Siêu thị đồ ăn,Thực phẩm đóng hộp,Nước chấm,Nước chấm chua ngọt,Dipping Delights,15000,Nước chấm chua ngọt Dipping Delights - Kết hợp vị chua ngọt độc đáo.,,1469,9,15000,135000,,8876.0,Đã giao hàng,Thanh toán,8722
8877,8877,2022-05-08 23:43:32,7348,10,Quần áo,Quần jeans,Quần jeans nam,Quần jeans nam Levi's,Levi's,800000,Quần jeans nam Levi's - Chất liệu và kiểu dáng đẳng cấp.,4.8,618,1,800000,800000,8877.0,,Đã giao hàng,Mua hàng,8357
8878,8878,2022-09-08 23:51:11,3622,40,Tiêu dùng nhanh,Đồ ăn nhanh,Bánh mỳ,Bánh mỳ thịt nguội,Bakery Delights,25000,Bánh mỳ thịt nguội Bakery Delights - Ăn sáng ngon lành và no nê.,5.0,1784,8,25000,200000,,8878.0,Thành công,Thẻ tín dụng,8507
8879,8879,2022-01-09 03:41:34,68,60,Siêu thị,Thực phẩm đóng gói,Bánh mỳ,Bánh mỳ sữa,Bakery Delights,15000,Bánh mỳ sữa Bakery Delights - Ăn sáng ngon lành và no nê.,4.7,302,0,15000,0,8879.0,8879.0,Thành công,Thẻ tín dụng,8193
8880,8880,2022-05-15 15:05:21,6390,49,Siêu thị đồ ăn,Thực phẩm tươi sống,Hải sản,Tôm sú,Fresh Seafood,100000,Tôm sú Fresh Seafood - Tươi ngon và thơm ngon.,3.2,1670,7,100000,700000,8880.0,,Đã giao hàng,Hoàn tiền,8264
8881,8881,2021-12-30 20:44:25,1777,109,Phụ kiện điện thoại,Pin dự phòng,Pin dự phòng 10000mAh,Pin dự phòng 10000mAh Anker,Anker,690000,Pin dự phòng 10000mAh Anker - Sạc nhanh và tiện lợi.,2.8,1291,9,690000,6210000,,,Đang xử lý,Hoàn tiền,8301
8882,8882,2021-11-16 04:16:08,2348,106,Đồ ăn,Thực phẩm tươi sống,Hải sản,Cá hồi tươi,Fresh Seafood,70000,Cá hồi tươi Fresh Seafood - Tươi ngon và giàu omega-3.,4.9,559,0,70000,0,8882.0,8882.0,Thành công,Mua hàng,8823
8883,8883,2022-01-15 11:47:21,7347,12,Phụ kiện điện thoại,Ốp lưng điện thoại,Ốp lưng điện thoại iPhone,Ốp lưng điện thoại iPhone Silicone,Apple,490000,Ốp lưng điện thoại iPhone Silicone - Bảo vệ an toàn cho iPhone.,4.7,397,0,490000,0,8883.0,,Đã giao hàng,Thanh toán,8596
8884,8884,2022-12-09 02:05:14,2839,122,Sách,Sách tự lực,Sách phát triển bản thân,Đọc Vị Bất Kỳ Ai,David J. Lieberman,78000,Sách phát triển bản thân 'Đọc Vị Bất Kỳ Ai' của David J. Lieberman - Kỹ năng đọc tâm lý người khác.,5.0,1181,0,78000,0,8884.0,,Đã giao hàng,Thanh toán trực tuyến,8754
8885,8885,2022-12-10 16:53:14,7754,86,Siêu thị đồ ăn,Thực phẩm đóng hộp,Nước chấm,Nước chấm chua ngọt,Dipping Delights,15000,Nước chấm chua ngọt Dipping Delights - Kết hợp vị chua ngọt độc đáo.,,1469,13,15000,195000,8885.0,8885.0,Đã giao hàng,Thanh toán,8570
8886,8886,2022-12-08 22:54:41,6611,122,Sách,Sách tự lực,Sách phát triển bản thân,Đọc Vị Bất Kỳ Ai,David J. Lieberman,78000,Sách phát triển bản thân 'Đọc Vị Bất Kỳ Ai' của David J. Lieberman - Kỹ năng đọc tâm lý người khác.,5.0,1181,19,78000,1482000,8886.0,8886.0,Đã hoàn trả,Thẻ ghi nợ,8609
8887,8887,2021-01-02 22:23:03,6790,62,Đồng hồ,Đồng hồ nam,Đồng hồ nam dây da,Đồng hồ nam dây da Tissot,Tissot,4790000,Đồng hồ nam dây da Tissot - Phong cách lịch lãm và sang trọng.,4.7,668,7,4790000,33530000,,,Đã giao hàng,Hoàn tiền,8381
8888,8888,2022-03-23 11:01:11,4092,5,Siêu thị đồ ăn,Thực phẩm đóng hộp,Nước mắm,Nước mắm Phú Quốc,Phu Quoc Fish Sauce,45000,Nước mắm Phú Quốc - Hương vị đặc trưng và thơm ngon.,,1807,3,45000,135000,,8888.0,Thành công,Hoàn tiền,8612
8889,8889,2022-07-05 03:45:08,858,35,Sách,Sách tiểu thuyết,Tiểu thuyết kinh dị,It,Stephen King,125000,Tiểu thuyết kinh dị 'It' của Stephen King - Cuốn sách kinh dị và căng thẳng.,4.7,544,3,125000,375000,8889.0,,Đã hủy,Thanh toán,8044
8890,8890,2022-11-11 16:13:18,6416,140,Sách,Sách tiểu thuyết,Tiểu thuyết tình yêu,Người Đàn Bà Bí Ẩn,Kim Đồng,79000,Tiểu thuyết tình yêu 'Người Đàn Bà Bí Ẩn' - Câu chuyện lãng mạn và cảm động.,5.0,572,18,79000,1422000,,,Đã giao hàng,Thẻ tín dụng,8111
8891,8891,2021-08-15 06:46:22,1282,140,Sách,Sách tiểu thuyết,Tiểu thuyết tình yêu,Người Đàn Bà Bí Ẩn,Kim Đồng,79000,Tiểu thuyết tình yêu 'Người Đàn Bà Bí Ẩn' - Câu chuyện lãng mạn và cảm động.,5.0,572,8,79000,632000,8891.0,8891.0,Đã giao hàng,Thanh toán,8839
8892,8892,2022-12-06 21:55:03,4827,60,Siêu thị,Thực phẩm đóng gói,Bánh mỳ,Bánh mỳ sữa,Bakery Delights,15000,Bánh mỳ sữa Bakery Delights - Ăn sáng ngon lành và no nê.,4.7,302,4,15000,60000,8892.0,,Đã giao hàng,Hoàn tiền,8802
8893,8893,2021-06-09 15:36:58,9983,105,Siêu thị,Đồ uống,Nước ép trái cây,Nước ép trái cây táo,Juice World,30000,Nước ép trái cây táo Juice World - Tươi mát và bổ dưỡng.,,744,18,30000,540000,8893.0,,Đã giao hàng,Thẻ tín dụng,8531
8894,8894,2022-07-05 09:30:34,4339,9,Thương mại điện tử,Máy tính xách tay,Laptop Asus,Laptop Asus ZenBook,Asus,28000000,Laptop Asus ZenBook - Thiết kế sang trọng và màn hình chất lượng.,4.6,390,0,28000000,0,8894.0,8894.0,Thành công,Thanh toán,8472
8895,8895,2019-09-19 01:09:10,1062,91,Làm đẹp và Chăm sóc cá nhân,Son môi,Son môi đỏ,Son môi đỏ Mac,MAC,329000,Son môi đỏ Mac - Màu sắc tươi tắn và lâu trôi.,4.8,1942,0,329000,0,8895.0,,Đã tiếp nhận,Hoàn tiền,8059
8896,8896,2022-01-22 00:49:35,8617,33,Điện gia dụng,Lò vi sóng,Lò vi sóng nướng,Lò vi sóng nướng Panasonic,Panasonic,3690000,Lò vi sóng nướng Panasonic - Nấu nướng tiện lợi.,4.6,99,12,3690000,44280000,8896.0,,Đã giao hàng,Mua hàng,8664
8897,8897,2018-05-02 10:18:38,8167,39,Thiết bị điện tử,Đồng hồ thông minh,Đồng hồ thông minh Garmin,Đồng hồ thông minh Garmin Venu 2S,Garmin,5899000,Đồng hồ thông minh Garmin Venu 2S - Theo dõi sức khỏe và hoạt động.,4.5,551,3,5899000,17697000,,,Đã xác nhận,Mua hàng,8636
8898,8898,2022-06-05 15:34:24,912,101,Siêu thị,Thực phẩm đóng hộp,Nước mắm,Nước mắm Phú Quốc,Phu Quoc Fish Sauce,45000,Nước mắm Phú Quốc - Hương vị đặc trưng và thơm ngon.,4.6,205,16,45000,720000,8898.0,8898.0,Đã tiếp nhận,Mua hàng,8500
8899,8899,2022-12-17 23:14:47,2417,136,Tiêu dùng nhanh,Đồ uống,Cà phê,Cà phê đen,Coffee Time,35000,Cà phê đen Coffee Time - Hương vị đậm đà và sảng khoái.,4.9,272,4,35000,140000,8899.0,,Đã tiếp nhận,Thẻ tín dụng,8591
8900,8900,2022-05-22 08:15:17,3836,92,Thương mại điện tử,Máy tính bảng,iPad,iPad Pro,Apple,20000000,iPad Pro - Màn hình Retina chất lượng cao và hiệu năng mạnh mẽ.,4.9,1532,0,20000000,0,8900.0,8900.0,Đã giao hàng,Hoàn tiền,8157
8901,8901,2022-12-29 21:29:26,6372,4,Đồ chơi và Trò chơi,Lego,Lego Creator,Lego Creator Expert,Lego,1499000,Lego Creator Expert - Bộ lắp ráp cổ điển với độ khó cao.,4.5,1993,1,1499000,1499000,8901.0,,Đã tiếp nhận,Mua hàng,8468
8902,8902,2022-02-02 22:26:54,1375,10,Quần áo,Quần jeans,Quần jeans nam,Quần jeans nam Levi's,Levi's,800000,Quần jeans nam Levi's - Chất liệu và kiểu dáng đẳng cấp.,4.8,618,19,800000,15200000,,,Thành công,Mua hàng,8578
8903,8903,2022-05-07 02:41:41,9724,48,Sách,Sách tiểu thuyết,Tiểu thuyết lịch sử,Bóng Ma Trên Xương,NXB Trẻ,89000,Tiểu thuyết lịch sử 'Bóng Ma Trên Xương' - Cuốn sách hấp dẫn và lôi cuốn.,4.7,1345,0,89000,0,8903.0,8903.0,Thành công,Thẻ tín dụng,8797
8904,8904,2020-05-06 02:31:49,9245,88,Thương mại điện tử,Máy tính xách tay,Laptop Dell,Laptop Dell XPS 13,Dell,32000000,Laptop Dell XPS 13 - Mỏng nhẹ và hiệu năng cao.,5.0,205,2,32000000,64000000,,,Thành công,Thanh toán,8534
8905,8905,2022-08-10 08:42:43,748,36,Siêu thị đồ ăn,Thực phẩm đóng hộp,Đậu hũ,Đậu hũ hấp,Tofu Brand,20000,Đậu hũ hấp Tofu Brand - Dinh dưỡng và ngon miệng.,3.2,256,0,20000,0,,8905.0,Đã hoàn trả,Hoàn tiền,8901
8906,8906,2022-05-26 10:22:50,6368,114,Siêu thị đồ ăn,Thực phẩm đóng hộp,Sữa,Sữa đặc hộp,Nestle,25000,Sữa đặc hộp Nestle - Thơm ngon và bổ dưỡng.,2.3,218,0,25000,0,8906.0,,Thành công,Thẻ tín dụng,8713
8907,8907,2020-09-17 12:00:49,9698,75,Siêu thị,Thực phẩm tươi sống,Trứng,Trứng gà đồng,Free-range Eggs,25000,Trứng gà đồng Free-range Eggs - Tươi ngon và dinh dưỡng cao.,4.7,821,16,25000,400000,,,Đã hủy,Hoàn tiền,8043
8908,8908,2021-09-20 06:34:36,8961,98,Siêu thị đồ ăn,Thực phẩm tươi sống,Thịt bò,Thịt bò tươi,Local Meats,90000,Thịt bò tươi Local Meats - Tươi ngon và thơm ngon.,3.7,1133,1,90000,90000,8908.0,8908.0,Đã giao hàng,Thanh toán trực tuyến,8422
8909,8909,2022-02-19 02:07:03,2209,81,Máy ảnh và Máy quay phim,Máy ảnh chuyên nghiệp,Máy ảnh chuyên nghiệp DSLR,Máy ảnh chuyên nghiệp DSLR Canon EOS 5D Mark IV,Canon,56490000,Máy ảnh chuyên nghiệp DSLR Canon EOS 5D Mark IV - Chất lượng hình ảnh tuyệt vời.,4.9,147,6,56490000,338940000,,8909.0,Đã giao hàng,Mua hàng,8861
8910,8910,2022-12-12 01:51:43,9994,13,Thể thao và Dã ngoại,Balo leo núi,Balo leo núi phong cách,Balo leo núi The North Face,The North Face,1990000,Balo leo núi The North Face - Đối tác đáng tin cậy trên mỗi cuộc hành trình.,4.8,854,11,1990000,21890000,8910.0,8910.0,Đã hoàn trả,Thanh toán,8812
8911,8911,2019-01-03 07:28:36,8675,65,Giày dép và Phụ kiện,Giày thể thao,Giày thể thao nam,Giày thể thao nam Air Jordan,Nike,2499000,Giày thể thao nam Air Jordan - Sự kết hợp hoàn hảo giữa thể thao và thời trang.,4.9,663,0,2499000,0,8911.0,8911.0,Đã giao hàng,Thẻ tín dụng,8188
8912,8912,2020-10-02 03:49:47,4146,22,Siêu thị đồ ăn,Thực phẩm đóng gói,Bánh quy,Bánh quy sữa,Biscuit Masters,15000,Bánh quy sữa Biscuit Masters - Ăn vặt ngon miệng.,4.7,321,0,15000,0,,8912.0,Đã giao hàng,Thẻ tín dụng,8523
8913,8913,2021-07-20 14:36:47,2637,45,Rau củ,Củ,Khoai tây,Khoai tây tím,Garden Fresh,25000,Khoai tây tím Garden Fresh - Tươi ngon và giàu chất chống oxy hóa.,4.8,303,0,25000,0,8913.0,,Đã tiếp nhận,Mua hàng,8224
8914,8914,2022-12-12 07:26:27,9368,35,Sách,Sách tiểu thuyết,Tiểu thuyết kinh dị,It,Stephen King,125000,Tiểu thuyết kinh dị 'It' của Stephen King - Cuốn sách kinh dị và căng thẳng.,4.7,544,0,125000,0,8914.0,8914.0,Đã tiếp nhận,Mua hàng,8147
8915,8915,2022-04-11 00:55:46,7755,67,Siêu thị,Thực phẩm đóng hộp,Nước mắm,Nước mắm Phú Quốc,Phu Quoc Fish Sauce,45000,Nước mắm Phú Quốc - Hương vị đặc trưng và thơm ngon.,4.6,983,2,45000,90000,8915.0,8915.0,Thành công,Mua hàng,8419
8916,8916,2020-08-04 19:45:53,2081,145,Sách,Sách triết học,Triết lý cuộc sống,Từ Tốt Đến Vĩ Đại,Jim Collins,89000,Sách triết học 'Từ Tốt Đến Vĩ Đại' của Jim Collins - Cuốn sách giúp doanh nghiệp phát triển và thành công.,4.7,1119,15,89000,1335000,8916.0,,Đã hoàn trả,Mua hàng,8024
8917,8917,2022-04-18 11:55:51,6110,124,Quần áo,Áo sơ mi,Áo sơ mi nam,Áo sơ mi Uniqlo,Uniqlo,450000,Áo sơ mi Uniqlo - Thời trang và lịch sự.,,1168,0,450000,0,,,Đã giao hàng,Thanh toán,8657
8918,8918,2022-05-25 15:07:39,5920,114,Siêu thị đồ ăn,Thực phẩm đóng hộp,Sữa,Sữa đặc hộp,Nestle,25000,Sữa đặc hộp Nestle - Thơm ngon và bổ dưỡng.,2.3,218,0,25000,0,8918.0,,Đang xử lý,Hoàn tiền,8504
8919,8919,2020-01-04 20:55:21,7480,32,Đồ chơi và Trò chơi,Xếp hình,Xếp hình 3D,Xếp hình 3D Big Ben,Ravensburger,590000,Xếp hình 3D Big Ben Ravensburger - Giải trí và thư giãn cho cả gia đình.,2.6,657,6,590000,3540000,8919.0,,Đã xác nhận,Thẻ ghi nợ,8445
8920,8920,2022-02-12 20:05:16,9054,133,Siêu thị,Thực phẩm đóng hộp,Sữa đặc,Sữa đặc hộp pha,Nestle,35000,Sữa đặc hộp pha Nestle - Thơm ngon và bổ dưỡng.,3.7,1657,0,35000,0,,8920.0,Đã hoàn trả,Hoàn tiền,8730
8921,8921,2022-02-19 11:13:35,4748,126,Đồng hồ,Đồng hồ nữ,Đồng hồ nữ dây da,Đồng hồ nữ dây da Daniel Wellington,Daniel Wellington,2799000,Đồng hồ nữ dây da Daniel Wellington - Phong cách tinh tế và thanh lịch.,2.3,82,0,2799000,0,8921.0,,Thành công,Thanh toán,8212
8922,8922,2021-06-24 18:09:31,1232,26,Siêu thị đồ ăn,Thực phẩm tươi sống,Hoa quả,Xoài,Tropical Fruits,30000,Xoài Tropical Fruits - Ngọt ngon và giàu vitamin C.,,1351,2,30000,60000,,8922.0,Đã xác nhận,Thẻ tín dụng,8894
8923,8923,2020-07-12 09:06:00,3298,81,Máy ảnh và Máy quay phim,Máy ảnh chuyên nghiệp,Máy ảnh chuyên nghiệp DSLR,Máy ảnh chuyên nghiệp DSLR Canon EOS 5D Mark IV,Canon,56490000,Máy ảnh chuyên nghiệp DSLR Canon EOS 5D Mark IV - Chất lượng hình ảnh tuyệt vời.,4.9,147,0,56490000,0,8923.0,,Đã giao hàng,Thẻ ghi nợ,8020
8924,8924,2022-01-13 00:21:23,8438,18,Rau củ,Rau,Ớt,Ớt chuông đỏ,Organic Veggies,25000,Ớt chuông đỏ Organic Veggies - Tươi ngon và giàu vitamin C.,1.6,512,0,25000,0,8924.0,,Đang xử lý,Hoàn tiền,8488
8925,8925,2021-12-17 14:58:53,8618,36,Siêu thị đồ ăn,Thực phẩm đóng hộp,Đậu hũ,Đậu hũ hấp,Tofu Brand,20000,Đậu hũ hấp Tofu Brand - Dinh dưỡng và ngon miệng.,3.2,256,3,20000,60000,8925.0,8925.0,Đang xử lý,Hoàn tiền,8555
8926,8926,2021-07-08 02:16:25,2,95,Đồ ăn,Thực phẩm đông lạnh,Hải sản,Tôm sú,Fresh Seafood,100000,Tôm sú Fresh Seafood - Tươi ngon và thơm ngon.,4.9,18,10,100000,1000000,,8926.0,Đã hoàn trả,Hoàn tiền,8727
8927,8927,2022-07-31 20:09:56,8240,35,Sách,Sách tiểu thuyết,Tiểu thuyết kinh dị,It,Stephen King,125000,Tiểu thuyết kinh dị 'It' của Stephen King - Cuốn sách kinh dị và căng thẳng.,4.7,544,0,125000,0,,8927.0,Thành công,Thẻ ghi nợ,8133
8928,8928,2022-12-16 18:13:53,7020,8,Túi xách và Ví,Ví nam,Ví nam da bò,Ví nam da bò Montblanc,Montblanc,4999000,Ví nam da bò Montblanc - Phong cách sang trọng và thanh lịch.,4.8,226,0,4999000,0,8928.0,,Đã giao hàng,Hoàn tiền,8032
8929,8929,2021-12-27 12:54:14,3296,123,Siêu thị,Thực phẩm đông lạnh,Hải sản,Cá basa đông lạnh,Frozen Seafood,80000,Cá basa đông lạnh Frozen Seafood - Tươi ngon và giàu dinh dưỡng.,2.4,1144,18,80000,1440000,8929.0,,Thành công,Thanh toán trực tuyến,8705
8930,8930,2022-12-12 10:08:57,3942,54,Rau củ,Rau,Cà chua,Cà chua đỏ,Farm Fresh,20000,Cà chua đỏ Farm Fresh - Tươi ngon và giàu vitamin C.,4.7,105,0,20000,0,8930.0,8930.0,Đã xác nhận,Hoàn tiền,8778
8931,8931,2022-12-17 13:08:27,2668,125,Siêu thị,Thực phẩm tươi sống,Thịt lợn,Thịt lợn tươi,Local Meats,120000,Thịt lợn tươi Local Meats - Tươi ngon và thơm ngon.,4.6,952,8,120000,960000,,8931.0,Thành công,Thanh toán,8723
8932,8932,2022-05-23 07:19:37,2191,81,Máy ảnh và Máy quay phim,Máy ảnh chuyên nghiệp,Máy ảnh chuyên nghiệp DSLR,Máy ảnh chuyên nghiệp DSLR Canon EOS 5D Mark IV,Canon,56490000,Máy ảnh chuyên nghiệp DSLR Canon EOS 5D Mark IV - Chất lượng hình ảnh tuyệt vời.,4.9,147,8,56490000,451920000,8932.0,,Đã giao hàng,Thẻ tín dụng,8234
8933,8933,2017-12-22 21:31:41,208,61,Siêu thị,Thực phẩm đóng gói,Bánh mỳ,Bánh mỳ sữa,Bakery Delights,15000,Bánh mỳ sữa Bakery Delights - Ăn sáng ngon lành và no nê.,2.0,801,2,15000,30000,,8933.0,Đã giao hàng,Thẻ ghi nợ,8169
8934,8934,2022-12-15 23:53:10,3640,34,Đèn trang trí và Chiếu sáng,Đèn treo,Đèn treo phòng ngủ,Đèn treo phòng ngủ đẹp,Philips,699000,Đèn treo phòng ngủ đẹp Philips - Tạo không gian thư giãn và ấm cúng.,4.7,1288,1,699000,699000,8934.0,,Đã hoàn trả,Hoàn tiền,8534
8935,8935,2022-07-26 14:43:34,1673,49,Siêu thị đồ ăn,Thực phẩm tươi sống,Hải sản,Tôm sú,Fresh Seafood,100000,Tôm sú Fresh Seafood - Tươi ngon và thơm ngon.,3.2,1670,16,100000,1600000,8935.0,,Đã tiếp nhận,Thanh toán trực tuyến,8954
8936,8936,2022-02-28 13:32:43,1324,114,Siêu thị đồ ăn,Thực phẩm đóng hộp,Sữa,Sữa đặc hộp,Nestle,25000,Sữa đặc hộp Nestle - Thơm ngon và bổ dưỡng.,2.3,218,0,25000,0,8936.0,8936.0,Đã giao hàng,Thanh toán trực tuyến,8789
